Name,Date/Time,Assay Conc.,Units,Stock Conc.,Units,Assay Type,Sample Vol (킠),Dilution Factor,Std 1 RFU,Std 2 RFU,Std 3 RFU,Excitation,Green RFU,Far Red RFU
11:11:33 AM,2014-01-24 11:11:33 AM,1.19,ng/ml,0.119,ng/킠,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,186.60,
11:11:24 AM,2014-01-24 11:11:24 AM,25.6,ng/ml,2.56,ng/킠,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,2576.85,
11:11:15 AM,2014-01-24 11:11:15 AM,90.1,ng/ml,9.01,ng/킠,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,9001.57,
11:11:04 AM,2014-01-24 11:11:04 AM,66.2,ng/ml,6.62,ng/킠,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,6623.57,
11:10:53 AM,2014-01-24 11:10:53 AM,59.0,ng/ml,5.90,ng/킠,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,5897.81,
11:10:43 AM,2014-01-24 11:10:43 AM,125,ng/ml,12.5,ng/킠,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,12438.34,
11:10:32 AM,2014-01-24 11:10:32 AM,20.6,ng/ml,2.06,ng/킠,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,2084.18,
11:10:22 AM,2014-01-24 11:10:22 AM,60.7,ng/ml,6.07,ng/킠,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,6073.59,
11:10:12 AM,2014-01-24 11:10:12 AM,235,ng/ml,23.5,ng/킠,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,23268.32,
11:10:01 AM,2014-01-24 11:10:01 AM,167,ng/ml,16.7,ng/킠,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,16635.41,
11:09:50 AM,2014-01-24 11:09:50 AM,280,ng/ml,28.0,ng/킠,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,27683.92,
11:09:35 AM,2014-01-24 11:09:35 AM,54.9,ng/ml,5.49,ng/킠,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,5494.41,
11:09:24 AM,2014-01-24 11:09:24 AM,<0.50,ng/ml,,,dsDNA HS,,,77.48,48382.49,,BLUE,80.36,
11:09:14 AM,2014-01-24 11:09:14 AM,443,ng/ml,44.3,ng/킠,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,43079.01,
11:09:03 AM,2014-01-24 11:09:03 AM,170,ng/ml,17.0,ng/킠,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,16916.43,
11:08:53 AM,2014-01-24 11:08:53 AM,34.0,ng/ml,3.40,ng/킠,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,3410.02,
11:08:42 AM,2014-01-24 11:08:42 AM,60.2,ng/ml,6.02,ng/킠,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,6019.29,
11:08:31 AM,2014-01-24 11:08:31 AM,3.03,ng/ml,0.303,ng/킠,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,361.98,
11:08:21 AM,2014-01-24 11:08:21 AM,56.0,ng/ml,5.60,ng/킠,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,5599.49,
11:08:10 AM,2014-01-24 11:08:10 AM,10.00,ng/ml,1.00,ng/킠,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,1036.59,
11:07:59 AM,2014-01-24 11:07:59 AM,46.4,ng/ml,4.64,ng/킠,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,4646.72,
11:07:48 AM,2014-01-24 11:07:48 AM,14.9,ng/ml,1.49,ng/킠,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,1518.81,
11:07:35 AM,2014-01-24 11:07:35 AM,18.5,ng/ml,1.85,ng/킠,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,1868.50,
11:07:05 AM,2014-01-24 11:07:05 AM,31.4,ng/ml,3.14,ng/킠,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,3153.64,
11:06:55 AM,2014-01-24 11:06:55 AM,17.6,ng/ml,,,dsDNA HS,,,77.48,48382.49,,BLUE,1786.44,
SS_5,2014-01-15 12:08:25 PM,84.0,ng/ml,8.40,ng/킠,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,8400.82,
SS_4,2014-01-15 12:08:18 PM,36.5,ng/ml,,,dsDNA HS,,,77.48,48382.49,,BLUE,3654.58,
SS_3,2014-01-15 12:08:09 PM,158,ng/ml,,,dsDNA HS,,,77.48,48382.49,,BLUE,15743.85,
SS_2,2014-01-15 12:07:59 PM,74.9,ng/ml,,,dsDNA HS,,,77.48,48382.49,,BLUE,7492.61,
SS_1,2014-01-15 12:07:23 PM,42.5,ng/ml,4.25E+03,ng/mL,dsDNA HS,2,100.00,77.48,48382.49,,BLUE,4257.87,
