Name,Date/Time,Assay Conc.,Units,Stock Conc.,Units,Assay Type,Sample Vol (킠),Dilution Factor,Std 1 RFU,Std 2 RFU,Std 3 RFU,Excitation,Green RFU,Far Red RFU
1:39:55 PM,2014-02-24 1:39:55 PM,0.68,ng/ml,0.0680,ng/킠,dsDNA HS,2,100.00,82.63,50498.06,,BLUE,146.77,
1:39:45 PM,2014-02-24 1:39:45 PM,2.45,ng/ml,0.245,ng/킠,dsDNA HS,2,100.00,82.63,50498.06,,BLUE,320.95,
1:39:34 PM,2014-02-24 1:39:34 PM,0.94,ng/ml,0.0940,ng/킠,dsDNA HS,2,100.00,82.63,50498.06,,BLUE,172.35,
1:39:24 PM,2014-02-24 1:39:24 PM,0.73,ng/ml,0.0730,ng/킠,dsDNA HS,2,100.00,82.63,50498.06,,BLUE,152.39,
1:39:14 PM,2014-02-24 1:39:14 PM,30.1,ng/ml,3.01,ng/킠,dsDNA HS,2,100.00,82.63,50498.06,,BLUE,3158.81,
1:39:02 PM,2014-02-24 1:39:02 PM,32.6,ng/ml,3.26,ng/킠,dsDNA HS,2,100.00,82.63,50498.06,,BLUE,3414.65,
1:38:51 PM,2014-02-24 1:38:51 PM,28.9,ng/ml,2.89,ng/킠,dsDNA HS,2,100.00,82.63,50498.06,,BLUE,3034.15,
1:38:41 PM,2014-02-24 1:38:41 PM,29.0,ng/ml,2.90,ng/킠,dsDNA HS,2,100.00,82.63,50498.06,,BLUE,3039.01,
1:38:30 PM,2014-02-24 1:38:30 PM,4.90,ng/ml,0.490,ng/킠,dsDNA HS,2,100.00,82.63,50498.06,,BLUE,566.80,
1:38:20 PM,2014-02-24 1:38:20 PM,7.73,ng/ml,0.773,ng/킠,dsDNA HS,2,100.00,82.63,50498.06,,BLUE,853.10,
1:38:11 PM,2014-02-24 1:38:11 PM,8.84,ng/ml,0.884,ng/킠,dsDNA HS,2,100.00,82.63,50498.06,,BLUE,966.00,
1:38:00 PM,2014-02-24 1:38:00 PM,7.69,ng/ml,0.769,ng/킠,dsDNA HS,2,100.00,82.63,50498.06,,BLUE,849.12,
1:37:50 PM,2014-02-24 1:37:50 PM,200,ng/ml,20.0,ng/킠,dsDNA HS,2,100.00,82.63,50498.06,,BLUE,20747.14,
1:37:41 PM,2014-02-24 1:37:41 PM,161,ng/ml,16.1,ng/킠,dsDNA HS,2,100.00,82.63,50498.06,,BLUE,16722.25,
1:37:30 PM,2014-02-24 1:37:30 PM,237,ng/ml,23.7,ng/킠,dsDNA HS,2,100.00,82.63,50498.06,,BLUE,24566.43,
1:37:16 PM,2014-02-24 1:37:16 PM,81.9,ng/ml,8.19,ng/킠,dsDNA HS,2,100.00,82.63,50498.06,,BLUE,8546.21,
