Name,Date/Time,Assay Conc.,Units,Stock Conc.,Units,Assay Type,Sample Vol (킠),Dilution Factor,Std 1 RFU,Std 2 RFU,Std 3 RFU,Excitation,Green RFU,Far Red RFU
2:16:50 PM,2014-03-05 2:16:50 PM,1.70,ng/ml,0.170,ng/킠,dsDNA HS,2,100.00,81.24,49466.10,,BLUE,242.44,
2:16:31 PM,2014-03-05 2:16:31 PM,9.93,ng/ml,,,dsDNA HS,,,81.24,49466.10,,BLUE,1055.28,
2:16:19 PM,2014-03-05 2:16:19 PM,10.2,ng/ml,,,dsDNA HS,,,81.24,49466.10,,BLUE,1080.33,
2:16:07 PM,2014-03-05 2:16:07 PM,25.2,ng/ml,2.52,ng/킠,dsDNA HS,2,100.00,81.24,49466.10,,BLUE,2594.09,
2:14:04 PM,2014-03-05 2:14:04 PM,23.9,ng/ml,,,dsDNA HS,,,81.24,49466.10,,BLUE,2459.44,
2:13:54 PM,2014-03-05 2:13:54 PM,25.3,ng/ml,2.53,ng/킠,dsDNA HS,2,100.00,81.24,49466.10,,BLUE,2604.34,
2:13:43 PM,2014-03-05 2:13:43 PM,25.8,ng/ml,2.58,ng/킠,dsDNA HS,2,100.00,81.24,49466.10,,BLUE,2649.67,
2:13:23 PM,2014-03-05 2:13:23 PM,1.69,ng/ml,0.169,ng/킠,dsDNA HS,2,100.00,81.24,49466.10,,BLUE,241.24,
2:13:13 PM,2014-03-05 2:13:13 PM,59.3,ng/ml,5.93,ng/킠,dsDNA HS,2,100.00,81.24,49466.10,,BLUE,6066.47,
2:13:03 PM,2014-03-05 2:13:03 PM,55.1,ng/ml,5.51,ng/킠,dsDNA HS,2,100.00,81.24,49466.10,,BLUE,5639.21,
2:12:51 PM,2014-03-05 2:12:51 PM,58.2,ng/ml,5.82,ng/킠,dsDNA HS,2,100.00,81.24,49466.10,,BLUE,5957.26,
2:12:41 PM,2014-03-05 2:12:41 PM,56.7,ng/ml,5.67,ng/킠,dsDNA HS,2,100.00,81.24,49466.10,,BLUE,5802.41,
2:12:31 PM,2014-03-05 2:12:31 PM,61.9,ng/ml,6.19,ng/킠,dsDNA HS,2,100.00,81.24,49466.10,,BLUE,6335.82,
2:12:21 PM,2014-03-05 2:12:21 PM,220,ng/ml,22.0,ng/킠,dsDNA HS,2,100.00,81.24,49466.10,,BLUE,22386.84,
2:12:08 PM,2014-03-05 2:12:08 PM,185,ng/ml,18.5,ng/킠,dsDNA HS,2,100.00,81.24,49466.10,,BLUE,18854.81,
2:11:54 PM,2014-03-05 2:11:54 PM,185,ng/ml,18.5,ng/킠,dsDNA HS,2,100.00,81.24,49466.10,,BLUE,18882.29,
2:11:42 PM,2014-03-05 2:11:42 PM,261,ng/ml,26.1,ng/킠,dsDNA HS,2,100.00,81.24,49466.10,,BLUE,26436.89,
2:11:35 PM,2014-03-05 2:11:35 PM,<0.50,ng/ml,,,dsDNA HS,,,81.24,49466.10,,BLUE,103.96,
